"FSC-A","FSC-H","FSC-W","SSC-A","B525-A","R660-A","R710-A","UV440-A","V440-A","YG610-A","Time"
58937.9,37780,102238,33421.9,233.52,159.6,117.6,8.37,64.8,5770.79,13.0602
44178.4,22355,129514,49444.1,137.76,174.72,184.38,36.27,108,1437.24,13.0624
62557.6,41976,97669.5,48640.2,2382.24,1117.2,1297.8,41.85,185.4,59085,13.0643
52356.5,30243,113456,38507.3,375.48,127.26,124.74,61.38,311.4,1738.73,13.0654
46874.1,29997,102408,60639.6,156.24,246.54,192.36,2.79,162,3934.12,13.0665
102912,56826,118686,48537.7,3538.92,1982.4,2290.26,52.08,113.4,101553,13.068
58724.4,38147,100888,25931.6,287.28,272.58,259.56,10.23,56.7,10886.1,13.068
29521.8,20153,96002.6,41437.2,212.52,102.48,151.2,49.29,140.4,492.06,13.0698
58328.2,45643,83749.9,43086.1,204.12,248.22,352.38,2.79,216,8519.6,13.0716
46378.5,29648,102518,19135.2,2234.4,615.3,655.2,29.76,260.1,30261.7,13.0724
40964,29274,91706.5,31071.6,314.16,166.32,166.74,17.67,54,7255.23,13.0779
43421.7,33508,84925.5,19996.2,139.44,152.04,89.04,12.09,60.3,3732.93,13.079
90862.1,62582,95151,36944.9,383.04,275.94,386.4,6.51,132.3,13819.6,13.079
44258.2,28523,101690,43610.3,214.2,70.14,68.04,2.79,189.9,369.93,13.0823
89957.7,60472,97490.9,33890.6,2063.88,699.3,956.34,65.1,200.7,35663.7,13.0841
62319.6,33952,120293,45901.8,296.52,321.3,303.66,51.15,149.4,12043.7,13.0845
83409.9,54745,99851.1,38534.2,2084.88,1208.76,1413.3,91.14,234.9,59558.7,13.0849
50631.7,35058,94648.8,59524.1,157.08,297.78,274.68,36.27,201.6,6333.65,13.0926
31742.2,24572,84659.6,13766.8,525.84,417.9,579.6,20.46,66.6,20331.4,13.1014
87709.3,56853,101105,27662,131.88,118.86,149.94,24.18,83.7,4358.92,13.1025
98704.2,57968,111590,62859.7,431.76,263.76,301.56,101.37,306,10303.8,13.1047
28758.1,18067,104317,41545.6,150.36,93.66,91.98,6.51,144,1481.49,13.1073
41064.8,22108,121731,22174.3,817.32,343.56,394.8,11.16,225,15806.1,13.1084
95804.8,60069,104524,55456.8,300.72,273,198.24,83.7,299.7,5082.85,13.1135
31060.4,21494,94704.3,29661.2,22.68,59.64,28.98,31.62,43.2,126.85,13.1135
112988,69606,106382,66202.9,1202.88,964.32,1098.3,16.74,206.1,44288.9,13.1147
80558.8,59635,88530.2,21567,34.44,101.64,106.68,22.32,85.5,3908.16,13.115
39031.3,31605,80935.1,11716.3,78.12,47.04,89.04,1.86,34.2,1781.8,13.115
100063,62232,105375,36891.1,1630.44,582.96,935.34,94.86,258.3,31114.2,13.1161
26299,23375,73734,13908.7,45.36,40.74,28.56,1.86,96.3,931.02,13.1235
44907.1,32520,90499.1,34448.4,1054.2,99.96,-0.42,22.32,151.2,653.13,13.1246
92815.1,59969,101431,66468.4,13148.5,3403.26,4524.66,31.62,189.9,167300,13.1249
71242.5,47154,99014.9,30003.1,372.12,393.12,330.54,79.98,201.6,15398.4,13.1253
76503,53295,94074.5,55062.8,445.2,294.42,362.88,73.47,208.8,9911.41,13.126
59740.1,25104,155956,69363,1659,966.42,1022.7,34.41,189,38925.2,13.1268
43413.3,25971,109550,32911.2,316.68,130.2,87.36,59.52,277.2,2913.42,13.1319
109333,66264,108132,36136,318.36,438.48,390.6,31.62,163.8,20507.2,13.1341
99188.6,56622,114804,67660.3,873.6,455.28,429.24,65.1,208.8,19433.4,13.136
65935.8,41488,104155,31135.4,528.36,346.08,306.6,32.55,180,14514.6,13.1371
65821.7,43676,98765.7,25441.9,1178.52,767.76,852.6,31.62,96.3,40747.8,13.1422
69398,44714,101715,41176.8,451.08,261.66,342.3,68.82,168.3,10160.4,13.1441
33995.5,19413,114765,33023.8,328.44,279.72,294.84,10.23,216,11826,13.1441
68038.6,43064,103543,32045.2,89.04,57.54,27.72,30.69,81,457.84,13.1448
63158.2,32358,127917,62517.8,384.72,291.06,234.36,11.16,144,13051.4,13.1448
54962.6,39619,90916.7,33830.2,1209.6,522.9,560.7,21.39,150.3,20162.7,13.1485
45843,34854,86198.6,41900.9,180.6,100.38,10.5,8.37,123.3,289.1,13.1569
80001.6,55980,93658.2,21508.2,200.76,165.48,183.12,-0.93,117.9,6046.32,13.1569
48849.5,33603,95271.3,26150,1256.64,595.98,818.58,26.97,76.5,30707.1,13.1573
84921.9,48838,113957,30172.8,123.48,149.52,144.48,4.65,141.3,4351.25,13.158
58281.3,35348,108055,30068.6,1729.56,766.5,943.32,20.46,99,38732.9,13.1591
45062.5,35571,83023.1,35506,116.76,85.26,36.54,28.83,129.6,215.35,13.1599
105356,63816,108196,33741.1,441.84,350.28,414.12,55.8,168.3,13339.9,13.1602
47667.2,33624,92907.4,38925.6,199.92,148.68,10.08,16.74,69.3,5722.41,13.1606
40380.9,31927,82889.2,29683.9,90.72,60.06,70.14,-1.86,122.4,818.92,13.161
55382.6,32519,111613,36477,231.84,241.5,243.18,-18.6,96.3,8274.16,13.1617
45096.1,39847,74169.1,70884.2,369.6,131.88,314.16,33.48,171.9,500.32,13.165
56390.6,37593,98305.9,32219.9,157.08,155.4,212.1,25.11,68.4,4059.79,13.1661
78689.1,45647,112975,78157.8,422.52,178.08,136.5,55.8,440.1,1666.75,13.1676
37718.8,28509,86707.3,35928.5,346.92,88.2,45.78,25.11,242.1,588.23,13.1694
40857.6,35685,75035.5,30456.7,124.32,123.06,63.84,14.88,159.3,817.15,13.1724
41990.2,31197,88209.4,22849.7,6771.24,782.04,984.06,24.18,149.4,42360.8,13.1731
49610.4,31988,101640,27377.3,596.4,286.44,325.08,44.64,100.8,11152.8,13.1731
67918.2,37501,118692,39349,853.44,381.36,534.24,51.15,235.8,15924.1,13.1768
81391.8,53874,99010.5,46967.8,193.2,236.46,273.42,39.99,66.6,10702.6,13.1797
44457,32794,88843.5,15998.6,77.28,72.66,55.02,38.13,66.6,1621.91,13.1801
63871.5,46152,90697.8,20429.6,124.32,115.92,77.7,-0.93,58.5,4210.24,13.1852
72636.2,52820,90122.8,27784.7,2112.6,873.18,926.52,39.06,135.9,37278,13.1863
52406.2,38964,88145.3,28832.2,354.48,147.84,183.12,4.65,279.9,2525.79,13.2011
26173.7,21510,79745.2,24544,18.48,22.68,36.96,13.02,7.2,476.13,13.2033
85261.4,65123,85802.1,70482.7,273.84,137.76,192.78,22.32,207.9,1980.63,13.2047
54886.3,34657,103789,33290,332.64,268.8,266.7,78.12,254.7,5818.58,13.2143
30381.4,22308,89253.9,32833.1,146.16,118.02,55.86,30.69,84.6,491.47,13.2143
71952.3,43479,108454,34958.3,429.24,274.26,240.24,67.89,128.7,10337.4,13.218
42863.1,37538,74832.9,22243.2,121.8,32.34,9.66,2.79,199.8,201.78,13.2183
77502.6,49411,102795,75237.1,520.8,404.04,460.32,99.51,327.6,16754.8,13.2202
52903.9,36106,96025.9,50400,141.96,197.4,96.6,70.68,108.9,3161.22,13.2205
61170.9,36950,108495,69158.9,293.16,262.08,194.04,56.73,387.9,4527.07,13.2209
51076.9,35540,94186.1,44651.9,228.48,171.36,111.72,46.5,194.4,3377.16,13.2209
56153.3,35472,103746,27268.9,4105.92,409.5,464.94,32.55,178.2,32039.4,13.222
63433.3,43818,94873.4,29593.2,3237.36,1328.46,1763.16,76.26,110.7,73999.6,13.2235
51096.5,30844,108568,39697.6,240.24,173.46,194.04,-13.02,54.9,5531.84,13.2253
101844,60849,109689,50744.4,379.68,248.64,281.4,59.52,290.7,9884.27,13.229
27504.4,18528,97286.7,38231.8,81.48,87.36,53.34,-13.02,93.6,502.68,13.2305
43033.9,34413,81953.6,18987.4,192.36,195.72,198.66,35.34,215.1,9408.14,13.2356
30632,25208,79637.4,30968.3,165.48,78.54,120.12,0,82.8,451.35,13.2393
41561.8,28854,94399.2,22824.5,143.64,123.9,142.8,6.51,53.1,5058.07,13.2441
58780.4,34586,111381,50048.9,1595.16,958.02,1137.36,8.37,158.4,38160.6,13.2459
53149.6,33929,102662,38275.4,134.4,115.92,0.42,43.71,92.7,3763.61,13.2463
33439,28600,76624.4,17430.8,60.48,57.54,46.2,12.09,59.4,352.23,13.2478
99969.8,52773,124147,51742.3,228.48,384.3,457.38,21.39,131.4,13470.9,13.2481
59426.5,38799,100378,55167,218.4,71.82,29.4,15.81,212.4,726.29,13.2481
30956.1,26540,76440.8,19200.7,94.08,60.48,60.9,9.3,97.2,1841.39,13.2492
103542,58025,116945,58134.7,1245.72,836.22,1019.34,115.32,350.1,35156.3,13.2496
61679.8,51647,78266.8,25954.3,464.52,362.04,516.18,16.74,163.8,17741.3,13.2503
133205,68672,127122,54259,677.04,444.78,389.76,118.11,369.9,17989.7,13.2507
58547.3,41409,92660,31492.4,173.04,185.64,237.3,50.22,73.8,7169.68,13.2551
50701.7,33682,98651.7,50061.5,225.96,136.5,217.14,19.53,162,4153.6,13.2577
53902.1,42037,84033.8,13673.5,132.72,83.16,66.78,0,55.8,3589.56,13.2606
68985.7,51061,88542.1,39559.8,325.08,194.88,148.26,26.97,113.4,8011.61,13.2617
56674.1,36840,100820,80435,257.04,225.96,235.2,53.01,176.4,3246.18,13.2625
42513.8,33535,83082.9,15221.6,215.88,152.04,254.1,23.25,72.9,6729.54,13.2628
48514.9,32905,96625.8,23914,262.08,201.18,165.06,25.11,109.8,6410.35,13.2628
75446.7,44993,109894,51124.9,1443.12,977.34,1270.5,21.39,153.9,46242.4,13.2628
67308.5,45550,96841.5,61166.3,804.72,472.08,406.14,88.35,341.1,15964.2,13.2632
84186.2,61052,90369.3,56884,940.8,1089.06,1054.62,26.04,142.2,42025.7,13.2647
62645.8,41817,98179.1,22697.6,938.28,539.28,556.08,-17.67,52.2,24697.4,13.2661
32555.6,26165,81542.7,47977.4,412.44,152.88,263.76,58.59,351,3296.33,13.2672
43831.9,36375,78970.9,15132.6,208.32,144.48,159.18,11.16,30.6,10071.3,13.2687
49447.3,36210,89494,22896.7,123.48,126.84,82.32,23.25,105.3,4699.94,13.2705
52966.9,38165,90953.5,26129.9,640.08,536.76,596.4,-0.93,122.4,26396,13.2716
27918.1,18934,96632.5,33865.4,346.08,105,179.76,52.08,250.2,411.82,13.2739
38582.6,23404,108039,31856.2,491.4,433.44,388.5,4.65,78.3,20307.2,13.2856
84056.7,58494,94176.1,30366.8,212.52,204.12,139.02,48.36,215.1,8045.24,13.2864
97500.9,63367,100838,67806.5,812.28,367.08,438.48,56.73,159.3,14102.8,13.2867
118341,66911,115909,68958.1,275.52,369.18,254.1,34.41,225.9,13003,13.2889
46240.6,28500,106331,39114.6,47.04,59.22,113.4,-17.67,91.8,486.75,13.2937
56494.2,33932,109112,24256.7,170.52,111.3,70.14,57.66,142.2,2872.71,13.2959
57120.7,46058,81277.1,39135.6,251.16,57.54,28.14,15.81,203.4,566.4,13.2959
65902.9,47594,90747,53475.2,934.08,451.08,496.44,44.64,121.5,18462.9,13.297
113200,76662,96771.6,47737.2,292.32,292.74,414.12,47.43,116.1,11510.3,13.297
55475.7,28756,126431,39579.1,460.32,312.9,430.92,89.28,189.9,13983.6,13.2974
91434,65811,91051.9,33797.4,2310,769.02,1031.52,50.22,152.1,39466.3,13.2985
67911.9,47720,93266.4,23127.7,385.56,126.84,169.26,54.87,142.2,7172.04,13.3007
49667.1,36820,88402.6,14642,324.24,272.58,241.08,-34.41,97.2,8467.09,13.3018
53892.3,32464,108794,67701.5,153.72,131.88,-3.78,28.83,148.5,922.17,13.3029
31535,22501,91848.3,23388.1,77.28,80.22,84.42,-18.6,50.4,2611.93,13.3047
69252.4,43796,103629,40921.4,1642.2,736.26,959.7,13.02,162.9,31411,13.3047
49877.8,24227,134924,30944.8,1688.4,829.08,927.36,49.29,171,41152.5,13.3055
33110.7,23448,92542.8,33218.6,34.44,78.12,66.36,26.04,98.1,496.19,13.3062
86302.3,55927,101130,37471.6,430.08,433.86,526.26,24.18,191.7,16902.3,13.3069
102826,54900,122747,79225.4,3914.4,1713.18,1899.24,48.36,323.1,78658.2,13.3069
45200.4,26956,109892,30185.4,310.8,366.66,439.74,21.39,103.5,15793.1,13.3077
50915.9,24278,137442,65410,138.6,158.76,12.18,5.58,97.2,1139.29,13.3125
48638.1,38262,83308.4,13759.2,59.64,91.56,66.36,-9.3,41.4,3669.21,13.3139
40129.6,28417,92547.9,28741.4,145.32,144.48,85.68,28.83,59.4,3641.48,13.3147
38199.7,30109,83146.4,42002.5,172.2,187.74,150.78,13.02,180.9,3786.62,13.3268
58280.6,25218,151458,45281.9,231,166.74,221.34,24.18,268.2,5046.86,13.3279
51918.3,35518,95797,25429.3,61.32,76.44,86.94,-7.44,73.8,2990.71,13.3294
96199.6,57636,109385,40867.7,347.76,308.28,251.16,93,306,12716.9,13.3301
67555.6,44601,99265.1,33187.6,138.6,197.4,163.8,33.48,72.9,8757.37,13.3308
61179.3,45346,88419,60039,149.52,202.02,194.88,15.81,71.1,5166.04,13.3308
57146.6,43161,86771.8,45631.3,173.04,126.42,23.94,-12.09,105.3,1312.16,13.3327
44408.7,34975,83212.8,15146,89.88,241.92,222.18,12.09,19.8,8882.45,13.3334
51727.2,31978,106010,65284.8,270.48,249.48,236.46,36.27,215.1,8130.2,13.3345
93473.8,54023,113394,101030,6225.24,1930.74,2314.62,117.18,261,94179.3,13.3345
56976.5,42765,87314.7,50536.1,301.56,137.34,101.64,15.81,244.8,2928.76,13.3378
38334.1,25946,96826.6,33424.4,193.2,134.82,85.26,26.04,51.3,2719.9,13.3382
43646.4,30649,93328,24806.9,157.08,106.68,125.16,21.39,46.8,4493.44,13.3408
44755.9,26080,112466,30730.6,124.32,121.8,107.1,16.74,83.7,3152.96,13.3426
87785.6,61496,93552.7,49425.6,960.12,544.74,446.46,66.96,199.8,19216.9,13.3448
67846.1,41584,106925,25021.9,684.6,353.64,282.24,36.27,172.8,16225.6,13.3452
49514.5,37907,85603.8,18521.2,111.72,131.46,96.6,3.72,66.6,4358.33,13.3485
102131,68128,98245.7,37406,2030.28,863.52,1161.72,26.97,320.4,44790.4,13.3489
29518.3,16074,120350,62086.1,108.36,239.82,204.12,4.65,129.6,5720.05,13.3514
44008.3,33844,85218.3,20738.8,65.52,43.26,55.02,-8.37,7.2,1392.4,13.3514
112132,61632,119235,69408.4,1368.36,728.7,821.52,66.96,575.1,27800.8,13.3566
44852.5,26373,111457,26455,224.28,204.12,288.96,22.32,158.4,9344.42,13.3566
46108.3,25294,119465,31699.9,295.68,342.72,391.02,25.11,117.9,11636.6,13.3584
37354.8,23626,103618,17606.4,127.68,115.92,139.86,0,67.5,6875.86,13.3595
48409.2,40701,77947.6,37117.9,331.8,70.56,94.08,23.25,227.7,570.53,13.3595
26387.2,21208,81540.5,15633.2,84.84,17.64,68.88,17.67,59.4,575.25,13.3636
70285.6,53060,86811.9,20720.3,195.72,159.6,123.48,15.81,124.2,3122.28,13.3636
68667.2,48787,92241.2,39959.6,162.12,173.04,170.52,24.18,92.7,5854.57,13.3647
120046,74784,105201,62736.2,1610.28,613.62,654.36,106.02,198,29593.8,13.3661
87922.1,67897,84864.8,28810.3,293.16,289.8,182.7,24.18,71.1,12083.8,13.3676
43128.4,26258,107642,31647.8,83.16,172.62,179.76,26.04,64.8,5527.12,13.3687
42361.2,35112,79066.5,11999.4,834.96,627.48,708.12,14.88,23.4,32014.6,13.3691
81965.1,58520,91792,32298.8,1098.72,580.44,435.96,25.11,95.4,28938.9,13.3695
30269.4,21142,93829.1,37721.9,825.72,432.6,444.78,-2.79,81.9,20520.8,13.3709
51287.6,32366,103849,33427,408.24,306.18,286.02,37.2,123.3,13095,13.3731
42742.7,35406,79116.1,19011.7,45.36,52.92,-17.64,-2.79,61.2,155.17,13.3731
84287.7,50974,108367,28166.9,1206.24,946.26,1168.44,4.65,148.5,46481.4,13.3735
75299,51087,96595.9,33556.3,273.84,214.2,232.26,15.81,181.8,9191.02,13.3746
41440,32651,83177,28427.3,194.04,74.34,31.92,46.5,155.7,476.13,13.3764
41718.6,34158,80041.9,32369.4,150.36,47.46,26.04,31.62,140.4,1100.94,13.3772
29054.2,25068,75957.2,20619.5,42.84,26.46,18.06,14.88,37.8,521.56,13.3783
32448.5,25850,82264.8,46377.2,575.4,227.22,600.18,32.55,481.5,1296.23,13.3805
55996.5,38273,95884.5,29404.2,221.76,283.08,223.02,36.27,91.8,10324.4,13.3827
69608.7,50512,90312.7,22188.6,89.88,71.82,86.94,42.78,89.1,854.32,13.3827
52794,33448,103441,38782.8,147.84,137.34,35.7,30.69,70.2,4171.89,13.3838
50652.7,39049,85010.5,58315.3,486.36,128.52,90.72,81.84,435.6,763.46,13.3856
82901,47451,114497,57893.6,264.6,195.72,94.92,65.1,225.9,6006.79,13.3867
34130.6,28875,77464.3,15153.6,61.32,91.98,55.44,8.37,5.4,2463.84,13.3886
75110,46598,105636,26715.4,286.44,273.42,259.98,39.99,81,11006.4,13.3952
41389.6,34232,79239,28678.4,119.28,94.5,-0.84,0.93,72.9,1069.08,13.3974
49423.5,36044,89862.9,37280.9,138.6,186.48,201.6,13.02,140.4,8149.67,13.3978
27406.4,20041,89621.6,30231.6,51.24,63,48.3,3.72,59.4,490.88,13.4022
57232,41525,90325.3,36948.2,207.48,100.8,33.18,5.58,147.6,502.09,13.4025
38084.2,25329,98538.7,19063,103.32,186.48,211.68,26.97,56.7,5504.11,13.4036
37018.1,27363,88660.5,40266.2,102.48,121.8,128.1,-6.51,61.2,4053.3,13.4121
50197,41301,79652.1,32954,142.8,95.34,86.94,28.83,114.3,895.62,13.415
35407.4,27633,83974.2,38976.8,119.28,70.98,61.32,-19.53,81,502.09,13.4169
88309.9,61196,94572.8,25386.5,535.92,390.6,336,9.3,67.5,19973.9,13.4213
29213.1,20148,95022.3,25363.8,376.32,310.38,309.96,24.18,48.6,12989.4,13.4224
78764,50627,101959,27569.6,126.84,126,57.54,54.87,104.4,3260.93,13.4353
45086.3,33511,88173.3,17029.3,1185.24,821.1,1027.32,-31.62,82.8,45248.9,13.436
38131.8,33846,73834.6,28213.9,82.32,117.6,89.46,-23.25,89.1,3757.71,13.4382
63411.6,45756,90824,24209.6,1558.2,721.98,925.26,39.06,52.2,31763.8,13.4397
66239.6,40219,107936,36766.8,935.76,718.62,1026.9,27.9,144,40698.8,13.4452
81529.7,39537,135143,51040.9,309.12,314.58,243.18,31.62,117.9,7215.11,13.4459
39505.9,32238,80310.8,29299.2,118.44,52.92,79.8,-1.86,82.8,602.39,13.4467
39816,26061,100126,48948.5,417.48,128.94,119.28,59.52,459.9,804.17,13.4467
27554.8,22732,79440.1,22153.3,126.84,64.26,53.34,13.95,108,1041.94,13.4481
66637.9,34991,124809,88961.9,2518.32,1236.9,1522.92,49.29,207,55772.1,13.4481
125936,70670,116787,82145.3,3130.68,1407.84,1737.54,122.76,431.1,63486.4,13.4481
35295.4,26434,87505.5,31894.8,115.92,101.64,18.9,19.53,96.3,564.63,13.4489
75510.4,46662,106053,53048.5,194.88,185.64,244.86,59.52,152.1,7116.58,13.4492
28858.9,24477,77268.3,24596,78.12,69.72,5.46,40.92,53.1,706.82,13.45
102279,76794,87285,91113.1,439.32,250.74,254.1,66.96,383.4,4341.81,13.4507
73705.1,43472,111114,35632.8,1728.72,931.56,1339.8,79.98,198.9,44632.9,13.4507
104320,60751,112537,94083.4,1088.64,982.38,927.36,33.48,247.5,39280.4,13.4507
43073.8,32645,86472.2,32001.5,273.84,306.6,293.16,16.74,109.8,10572.8,13.4507
73606.4,45811,105299,38289.7,152.04,243.6,318.36,55.8,78.3,9151.49,13.4511
51372.3,34697,97032.5,25059.7,7463.4,2089.08,2719.5,47.43,168.3,99477.5,13.4522
75341.7,40538,121802,52594.9,974.4,513.24,482.58,13.02,225,20737.9,13.4522
46492.6,40699,74865.2,25588.1,50.4,52.92,39.06,13.95,45,728.65,13.4566
58219,43981,86752,17440.1,1371.72,833.28,767.34,20.46,44.1,41651,13.4621
100521,65860,100026,45778.3,251.16,329.28,186.9,64.17,173.7,11895,13.4643
43582,27869,102486,36498,683.76,341.88,347.34,14.88,148.5,17572,13.4661
35252,23333,99013.2,37175.9,104.16,151.62,162.54,-0.93,84.6,2789.52,13.4739
30148.3,19809,99742.5,45729.6,120.96,168.84,131.46,16.74,128.7,2059.1,13.4779
43721.3,30564,93748.2,15013.3,139.44,94.5,140.28,24.18,117.9,3476.28,13.4842
53755.8,35969,97943.8,19408.2,112.56,150.36,194.46,-35.34,96.3,5836.87,13.4845
36251.6,23472,101218,19015.1,283.08,179.76,142.38,8.37,79.2,6689.42,13.4853
56924,41901,89033,21595.6,166.32,173.46,189.84,26.04,87.3,5099.96,13.49
30664.9,22058,91107.8,23526.7,283.08,165.48,251.16,54.87,179.1,5813.86,13.4912
77082.6,48016,105208,16557.2,538.44,302.82,427.98,12.09,147.6,13729.3,13.4915
63103.6,43634,94778.3,48122.8,155.4,211.68,150.78,51.15,103.5,4842.72,13.4919
62297.9,45814,89115.9,16967.2,1778.28,777.84,1052.1,-0.93,65.7,42114.2,13.4937
68542.6,47504,94560.6,26887.6,147,238.14,228.06,27.9,84.6,9303.71,13.4937
35713.3,28270,82791.2,43800.1,178.92,143.22,106.26,37.2,155.7,3188.95,13.497
59173.8,39041,99331.8,19991.2,5.88,81.06,52.5,39.06,90,1646.1,13.4996
34561.1,24152,93780.9,39543,74.76,80.22,32.76,10.23,96.3,161.66,13.5059
57295,47698,78722.1,23357,98.28,113.82,159.18,17.67,57.6,3491.03,13.5084
91016.1,58006,102831,55789.4,2158.8,1645.98,1955.1,30.69,159.3,69191.1,13.5132
108719,63900,111503,79270.8,556.08,411.6,410.34,38.13,806.4,7522.5,13.5136
38692.5,27957,90701.9,23194.9,146.16,60.48,110.46,47.43,126,1295.05,13.5169
46814.6,26895,114075,38021.8,215.04,191.1,152.88,35.34,71.1,6108.27,13.5173
52959.2,40979,84695.4,37525.3,131.88,48.72,29.82,-11.16,114.3,688.53,13.5184
94917.2,59715,104170,60138.1,2553.6,1039.5,989.52,70.68,261.9,43074.7,13.5202
92945.3,58917,103387,51663.4,1037.4,585.9,669.48,61.38,140.4,27242.7,13.5206
87131.8,46735,122184,61629.1,685.44,561.12,699.3,48.36,275.4,21719.1,13.5206
69265,41917,108294,26517.1,182.28,118.86,77.7,-30.69,114.3,3552.39,13.5228
34122.9,22188,100788,25859.4,358.68,254.52,354.06,10.23,87.3,10308.5,13.5228
38436.3,22962,109701,26923.7,443.52,363.3,333.06,47.43,125.1,17450.4,13.525
44235.8,36385,79676.7,9803.64,26.88,23.1,67.62,-2.79,18,978.81,13.5279
39565.4,27104,95667,18671.5,110.88,259.56,171.78,-3.72,168.3,8434.64,13.5345
45032.4,29449,100215,39681.6,177.24,114.66,80.22,39.99,169.2,751.07,13.5386
31704.4,21731,95613.6,30672.6,126.84,317.94,427.56,17.67,51.3,14997.8,13.5426
64850.1,43472,97764.5,32041.8,3717,1599.78,1764.84,51.15,151.2,68958.6,13.5437
42588,31553,88455.8,33716.8,46.2,49.98,14.7,-2.79,13.5,1613.06,13.547
71818.6,45447,103565,23925.7,540.96,374.22,313.74,53.94,315.9,13630.2,13.5507
71597.4,46408,101108,22455.7,236.88,127.68,89.88,79.05,198,4936.53,13.5515
53154.5,35776,97370.7,28367.6,1023.12,388.5,553.56,19.53,72.9,20995.7,13.5551
29597.4,19844,97747.2,22332.2,135.24,94.92,94.5,1.86,75.6,2737.01,13.5584
75054,56417,87185.4,28041.7,401.52,185.22,223.02,25.11,207,6607.41,13.5592
60468.1,42326,93626.5,30824.6,246.12,161.28,117.18,-0.93,81.9,7106.55,13.5592
48167.7,40508,77928.3,24081.1,245.28,212.1,162.54,60.45,131.4,8056.45,13.5599
53387.6,30252,115655,24854.8,1334.76,475.86,476.7,66.96,112.5,21425.3,13.5603
36144.5,29445,80447.1,44328.5,135.24,118.86,115.5,12.09,109.8,679.68,13.5606
56908.6,42966,86802.6,42540.1,233.52,112.98,28.56,37.2,202.5,2138.16,13.5606
91488.6,54410,110197,67641,342.72,236.46,230.16,14.88,219.6,3922.91,13.561
69370.7,38303,118692,51286.2,344.4,313.32,312.48,37.2,215.1,11491.4,13.5614
106954,70885,98883,30389.5,152.88,178.08,161.28,43.71,130.5,4976.06,13.5621
71074.5,46774,99583.9,42644.3,372.12,432.18,509.88,102.3,250.2,15486.3,13.5625
73076.5,53870,88901.8,19965.1,587.16,280.56,364.98,67.89,167.4,15101.6,13.5625
62787.9,38007,108266,34634,410.76,203.7,175.98,33.48,112.5,7972.67,13.5628
85781.5,43470,129325,65521.7,356.16,260.82,219.66,82.77,333.9,7628.7,13.5636
31338.3,26029,78903.8,19477.1,103.32,59.64,80.22,26.97,65.7,563.45,13.564
28676.2,21882,85884.4,45520.4,92.4,128.1,133.98,23.25,52.2,1125.72,13.5669
110692,72339,100282,37992.4,635.04,527.52,504.84,96.72,131.4,22456.6,13.5691
49798,34610,94295.3,27325.2,14028,1625.82,2029.02,56.73,141.3,82932.8,13.5691
107873,57550,122842,51660,9616.32,3973.62,4356.24,63.24,288,197490,13.5695
71851.5,38493,122330,48941.8,2017.68,931.56,1181.88,51.15,372.6,39945.9,13.5698
30272.9,20886,94990.2,54553,208.32,162.12,77.7,28.83,207,1571.17,13.5702
43528.1,32726,87167.9,19825.7,88.2,105.84,144.48,23.25,68.4,5128.28,13.5717
50667.4,40007,82998.9,13833.1,57.12,21,36.96,3.72,102.6,1569.4,13.572
84357,56255,98274.3,52059,251.16,256.62,252,8.37,85.5,9206.95,13.575
32347.7,22306,95039,33496.7,223.44,91.14,9.66,28.83,142.2,618.32,13.5772
34208.3,28112,79748,55661.8,235.2,154.98,164.64,18.6,195.3,1076.16,13.5827
53820.9,42895,82228.8,18450.6,83.16,147.42,133.56,7.44,17.1,6065.2,13.5834
30923.2,20964,96669.7,43549,322.56,141.54,122.64,20.46,306.9,3195.44,13.5867
29129.1,26831,71149.2,33826.8,263.76,102.48,162.12,1.86,252,625.99,13.5867
33845.7,22882,96937,22022.3,117.6,36.54,12.18,-6.51,86.4,597.08,13.5871
114575,62296,120534,46447,697.2,450.66,548.94,113.46,236.7,18314.2,13.5875
31759.7,24303,85643.9,58727.8,229.32,277.2,288.96,36.27,162,8527.27,13.5875
48601,42010,75818,23546,68.04,34.86,93.24,32.55,103.5,958.75,13.5875
36574.3,27907,85890,29274.8,162.96,144.9,187.74,10.23,107.1,4881.07,13.5882
75674.2,55109,89992.3,29543.6,1657.32,441,531.72,-16.74,107.1,24426,13.5937
85871.1,51592,109080,36871.8,253.68,165.48,65.1,53.94,211.5,6026.26,13.5937
52551.8,46269,74435,23877.8,46.2,51.24,-18.06,13.02,81.9,741.04,13.5941
42564.9,27218,102489,67456.2,302.4,326.76,406.56,-2.79,206.1,14095.1,13.5945
67168.5,35656,123456,38751.7,209.16,132.72,100.38,44.64,116.1,4728.85,13.5956
34593.3,30102,75314.1,12206.9,630,265.02,200.76,7.44,29.7,16179.6,13.6011
28433.3,19941,93445.9,42410.8,210,89.88,97.86,33.48,176.4,878.51,13.6022
48890.8,37671,85055,30466,73.08,86.1,21,18.6,81,447.81,13.6048
42578.9,36031,77445.8,63430.1,220.92,143.64,123.48,21.39,205.2,436.01,13.6066
34293,27308,82299.2,19372.9,89.04,118.44,81.48,37.2,43.2,3755.94,13.6073
32517.8,27068,78730.8,24601.9,84.84,58.38,54.6,47.43,114.3,443.09,13.6081
73448.2,42149,114202,37505.2,457.8,351.12,383.88,27.9,109.8,17690,13.6084
31913.7,23747,88074.1,41053.3,246.12,117.6,48.72,26.04,225,1532.82,13.6095
57801.1,36185,104686,23481.4,487.2,253.26,231.84,57.66,134.1,8975.67,13.6114
