"FSC-A","FSC-H","FSC-W","SSC-A","B525-A","R660-A","R710-A","UV440-A","V440-A","YG610-A","Time"
81085.2,53775,98819.1,27273.1,1365,595.56,582.54,36.27,83.7,28996.7,0.544161
33603.5,24241,90847.7,29465.5,66.36,94.08,58.8,-3.72,34.2,1079.11,0.555191
78127,49340,103772,43384.3,278.88,220.08,187.74,71.61,131.4,8573.29,0.558868
51234.4,32732,102582,38405.6,57.12,103.74,129.36,0.93,61.2,2316.93,0.559236
71780.1,44021,106862,27452,262.08,263.34,259.56,22.32,168.3,10478.4,0.564383
43963.5,25230,114197,33849.5,1315.44,939.12,1171.38,21.39,130.5,39730,0.564383
129174,87585,96655.1,38640.8,6146.28,2908.5,3592.68,98.58,217.8,148888,0.564751
37378.6,18294,133904,55398,161.28,111.3,52.5,13.95,101.7,1523.38,0.567325
35669.9,23541,99301.8,32060.3,800.52,586.74,648.9,-7.44,94.5,25497.4,0.567692
67437.3,38809,113880,50012.8,1892.52,1069.32,1314.18,30.69,160.2,64134.8,0.568428
71562.4,34654,135335,60133.9,431.76,422.52,465.78,46.5,113.4,14765.9,0.568795
66358.6,41684,104330,44016,149.52,122.22,110.88,72.54,187.2,3006.64,0.569163
40642.7,21148,125949,29949.4,700.56,424.62,433.44,38.13,90.9,13977.7,0.569531
32977,27869,77547.8,28862.4,65.52,91.14,60.9,8.37,152.1,372.88,0.569898
34460.3,26443,85406,55320.7,164.64,202.02,179.34,17.67,164.7,4530.02,0.569898
79693.6,52422,99629.9,36159.5,423.36,299.46,507.78,3.72,125.1,13556.4,0.570266
63639.1,50753,82175.5,52127.9,182.28,149.94,132.3,5.58,134.1,1980.63,0.570634
60390.4,38763,102101,67853.5,2299.92,1728.72,2053.8,49.29,200.7,67618.7,0.571002
35310.1,27822,83174.6,13964.2,1186.08,407.4,531.72,10.23,15.3,25266.2,0.571369
52607.8,29363,117417,33478.2,2778.72,861.42,946.68,-13.02,118.8,38167.7,0.57284
52058.3,38471,88682.2,29962,205.8,90.72,110.04,-11.16,137.7,3226.12,0.573208
50600.2,33545,98856.3,21100.8,315.84,304.92,349.02,6.51,131.4,11340.4,0.573575
45111.5,38704,76385.6,26838,59.64,68.04,47.46,-21.39,112.5,432.47,0.574311
89313.7,65107,89902.2,35884.8,207.48,330.54,426.72,57.66,74.7,16962.5,0.575046
72665.6,36191,131586,51040.1,305.76,384.3,456.54,19.53,207.9,14551.2,0.575414
41642.3,34109,80010.3,18563.2,1040.76,326.34,438.06,17.67,73.8,21030.5,0.577252
100374,62713,104892,56406,1542.24,843.78,907.62,80.91,244.8,37170,0.57762
110067,54979,131201,61527.5,1505.28,775.32,773.64,45.57,138.6,29891.8,0.578723
65627.1,47942,89711.3,19325.9,2200.8,874.02,810.18,26.04,126.9,44517.9,0.579458
31021.2,20207,100609,31841,88.2,133.98,100.38,-26.04,63.9,6094.11,0.579458
97003.2,61378,103575,34491.2,635.88,262.08,291.9,41.85,234.9,12643.1,0.579458
90321.7,66988,88363.9,40089,769.44,411.18,443.1,8.37,128.7,17215.6,0.580193
47003.6,29804,103356,31003.6,297.36,270.06,197.82,25.11,72.9,10149.2,0.580929
94372.6,52009,118918,61635,551.88,450.66,411.18,24.18,176.4,17996.2,0.581297
35061.6,24655,93198,37690.8,232.68,166.74,215.46,11.16,149.4,4476.33,0.582032
59318.7,44642,87081.9,28074.5,691.32,648.48,558.6,28.83,228.6,22924.4,0.582399
57372,35239,106698,42132.7,136.92,120.12,104.16,41.85,123.3,3033.78,0.590488
43691.2,35207,81328.9,10411.8,1581.72,987,1065.54,2.79,36.9,55699.5,0.590488
31881.5,22970,90961.5,45069.4,229.32,130.62,104.16,1.86,243,483.21,0.591959
33803,24718,89623.5,23189.9,206.64,102.9,181.86,0.93,224.1,3649.15,0.592327
82349.4,47805,112893,46576.3,777,588.84,626.64,21.39,143.1,26027.3,0.592694
90099.1,58125,101587,41992.4,574.56,467.88,473.34,86.49,129.6,20964.5,0.5949
26453.7,18269,94896.8,14958.7,225.12,316.68,330.54,27.9,33.3,15887.5,0.595636
53095,33840,102826,47116.4,606.48,543.9,556.08,35.34,153.9,22155.1,0.595636
57050,37771,98986.8,23110.9,200.76,165.06,190.68,24.18,183.6,5343.63,0.597107
51146.2,36466,91919,37368.2,64.68,110.46,99.96,30.69,69.3,1878.56,0.597474
43866.2,32528,88379.7,30468.5,192.36,145.32,189.84,3.72,24.3,4525.89,0.60446
71008,44994,103427,28972.4,2326.8,960.96,1370.88,73.47,242.1,51960.1,0.60446
78978.9,56921,90932.4,28549.1,136.92,208.74,209.16,21.39,135,6596.2,0.605563
31718.4,22673,91681.6,50409.2,105,97.86,49.98,15.81,80.1,948.72,0.608505
112813,62368,118544,44906.4,312.48,170.1,161.7,119.04,200.7,4979.6,0.608872
71941.8,38217,123369,52192.6,3352.44,1492.68,1690.5,61.38,202.5,61693.9,0.611078
34981.1,25244,90814.5,14857.9,54.6,98.7,132.3,20.46,55.8,5400.27,0.611446
60583.6,35552,111679,46315.9,2457,1087.8,1370.04,70.68,174.6,49786,0.613284
28853.3,17924,105497,45576.7,238.56,124.32,91.14,21.39,214.2,2619.01,0.61402
56222.6,39601,93043.2,26780.9,1080.24,288.96,377.58,25.11,61.2,13911.6,0.614387
71359.4,44354,105438,39634.6,265.44,235.62,268.38,39.99,189,8749.11,0.614387
87759,46742,123045,61719,2853.48,1393.14,1335.18,93,291.6,60454.9,0.614387
76407.1,46297,108159,50313.5,259.56,302.82,164.22,12.09,259.2,8445.26,0.614755
71757,35751,131539,33378.2,1916.88,1039.92,1106.7,59.52,162.9,51005.5,0.614755
87889.9,47683,120797,52380.7,2020.2,886.62,839.58,75.33,158.4,36070.2,0.614755
53817.4,38090,92595.9,30732.2,142.8,137.34,165.48,44.64,92.7,3272.14,0.615123
89473.3,55959,104786,37136.4,477.12,337.68,325.08,57.66,160.2,15426.7,0.617329
41986.7,26579,103527,18337.2,55.44,27.72,14.28,21.39,32.4,1121.59,0.618064
44588.6,32835,88995.2,36620.6,287.28,108.36,76.86,32.55,191.7,931.61,0.622109
74645.9,43966,111268,36236.8,1299.48,711.48,840,44.64,280.8,32345,0.622476
36016.4,30107,78399.4,20229.7,155.4,32.34,-19.74,1.86,155.7,167.56,0.622476
34930.7,30664,74654.9,29841,158.76,91.14,44.52,35.34,151.2,411.82,0.626153
36282.4,28791,82588.4,22374.2,125.16,66.36,-76.02,27.9,136.8,172.87,0.626153
79307.2,47811,108709,52275.7,2110.08,984.9,1217.58,59.52,224.1,43129,0.627256
48680.8,41551,76781.4,21989.5,103.32,34.02,21.84,-0.93,141.3,218.89,0.629094
27743.8,22516,80752.2,25292.4,99.12,70.98,1.68,19.53,108.9,473.77,0.629462
36500.1,26498,90273.6,43443.1,1911,1350.3,1753.5,39.06,123.3,65019.2,0.630565
27803.3,18000,101229,35636.2,47.88,52.08,93.24,-11.16,82.8,540.44,0.630933
31208.8,18662,109597,28463.4,248.64,236.88,338.94,29.76,142.2,7453.47,0.631668
65437.4,37897,113162,50283.2,1659,792.12,847.14,15.81,89.1,36935.8,0.632036
82954.2,49031,110879,42987.8,641.76,437.64,452.34,97.65,304.2,19256.4,0.633874
43439.9,34129,83415.2,14907.5,147.84,96.6,69.3,-0.93,40.5,4212.01,0.633874
35274.4,27130,85209.8,26195.4,97.44,37.38,51.66,50.22,86.4,515.07,0.634242
40294.8,28851,91531,28442.4,123.48,98.28,115.92,23.25,114.3,2356.46,0.636448
82977.3,53532,101584,35005.3,229.32,156.66,144.48,4.65,99.9,4962.49,0.637183
35979.3,33384,70630.8,20870.6,216.72,43.26,120.54,1.86,182.7,615.96,0.64564
81193.7,40643,130923,44300.8,739.2,632.94,669.48,20.46,143.1,26764.2,0.647846
65226,35469,120518,61365.4,530.04,309.54,186.48,59.52,351.9,6637.5,0.650052
51239.3,42423,79155.6,41235.6,45.36,132.72,36.54,6.51,81,2143.47,0.651155
120128,65943,119387,52444.6,10884.7,3395.7,4420.5,135.78,325.8,168487,0.651155
43741.6,23279,123143,48288.2,250.32,137.76,107.1,5.58,111.6,3225.53,0.651155
60181.1,26434,149203,53827.2,2575.44,1604.4,1896.72,34.41,277.2,69592.3,0.651523
30491.3,22504,88796.6,18152.4,21.84,54.18,39.9,16.74,70.2,752.25,0.652258
56066.5,34717,105838,29239.6,616.56,924,918.54,27.9,123.3,45653,0.653729
35154,24206,95176.9,47386.9,255.36,129.78,54.18,64.17,246.6,454.89,0.654096
83329.4,55414,98550.5,32700.4,1166.76,647.64,630.84,-7.44,113.4,28630.9,0.655567
28116.9,22735,81049.9,25357.9,76.44,230.16,185.64,39.06,55.8,8962.69,0.657405
43414.7,29474,96533.4,46876.2,241.08,147,87.36,34.41,198,3245,0.657773
102025,56552,118233,76677.7,679.56,691.74,610.68,67.89,451.8,20664.8,0.658509
53763.5,40098,87870.8,41130.6,94.92,122.22,52.5,17.67,52.2,1285.02,0.661818
97911.8,61217,104820,39176.8,200.76,259.98,274.68,101.37,168.3,8057.63,0.665862
51302.3,30288,111006,50405,5569.2,2327.64,2733.78,42.78,134.1,124122,0.669906
50053.5,33405,98198.1,24676.7,248.64,171.36,278.88,13.95,89.1,8566.8,0.67248
81396.7,47973,111196,32194.7,170.52,147,120.54,27.9,130.5,5711.79,0.673951
75397,44139,111947,43098.7,257.04,251.58,164.64,96.72,294.3,10228.8,0.674319
49016.8,29826,107704,32227.4,149.52,122.22,139.02,16.74,78.3,4035.6,0.676892
42649.6,29574,94511.5,26542.3,164.64,160.86,149.94,38.13,252,3265.65,0.679466
44091.6,28423,101664,38401.4,115.08,65.1,68.04,43.71,115.2,837.8,0.680201
50544.9,36674,90323.1,18422,319.2,350.7,186.48,14.88,50.4,14040.8,0.681672
100805,65583,100733,25938.4,309.96,228.48,180.18,20.46,174.6,10188.7,0.68204
79816.1,49720,105206,30966.6,329.28,134.82,145.74,26.04,395.1,5050.4,0.68204
104013,59263,115023,57139.3,444.36,385.14,533.4,50.22,257.4,14678.6,0.682407
98143.5,52175,123276,51364.3,404.04,314.16,364.56,45.57,116.1,10692.6,0.682775
34956.6,24048,95264.3,27046.3,594.72,301.98,399,21.39,107.1,16724.1,0.682775
66421.6,44339,98175.6,26048.4,152.04,160.44,215.46,26.97,84.6,7036.34,0.683143
77132.3,42088,120104,34191.4,598.92,300.72,359.94,34.41,144.9,12675,0.683143
42748.3,36844,76038.2,31926.7,92.4,104.58,70.98,-1.86,115.2,3112.25,0.683143
67967.2,33113,134518,41533.8,266.28,174.3,71.4,13.02,123.3,6287.04,0.68351
52756.2,38729,89272.4,36378.7,236.88,255.78,309.12,35.34,146.7,6261.08,0.683878
49831.6,26441,123511,36837.4,600.6,442.68,541.38,74.4,152.1,16967.2,0.685349
55034.7,28712,125618,62589.2,125.16,186.9,104.58,14.88,144.9,2407.79,0.698218
31937.5,26688,78426.9,29248.8,305.76,143.22,182.28,44.64,166.5,4235.02,0.706674
74038.3,46726,103843,85456.6,575.4,732.9,863.52,60.45,896.4,21299,0.709248
51114,32292,103735,69386.5,248.64,251.58,181.44,-2.79,279,2364.72,0.709248
47768.7,25040,125023,42193.2,2379.72,1442.7,1473.78,52.08,165.6,63225,0.709248
58135,34783,109534,43102.9,152.88,95.34,95.34,-14.88,165.6,1719.26,0.709983
53670.4,35585,98843.4,39054.1,438.48,472.92,515.76,57.66,182.7,18362.6,0.715498
37790.2,23151,106977,42189.8,217.56,110.46,78.12,53.01,231.3,593.54,0.718072
57249.5,43051,87150.2,55663.4,567,466.62,549.78,27.9,239.4,17900,0.71844
64094.8,40059,104858,30975.8,351.12,297.78,280.14,-0.93,90,10907.9,0.725058
125252,80194,102358,63684.6,225.12,342.72,301.14,27.9,171.9,10155.7,0.725426
39818.1,34717,75165.5,33553.8,134.4,179.76,121.8,13.95,113.4,5500.57,0.726161
51912.7,33182,102530,42512.4,147.84,359.94,396.06,20.46,142.2,11180.5,0.730573
55872.6,38392,95375.8,33125.4,194.04,149.1,190.26,40.92,170.1,6455.78,0.731676
37875.6,25880,95912.5,19483.8,81.48,110.04,28.14,5.58,20.7,3898.72,0.741236
33632.9,21866,100803,37917.6,163.8,109.62,15.54,6.51,189.9,250.16,0.741603
48376.3,38034,83356.7,34411.4,178.08,178.08,182.7,-3.72,135,5014.41,0.741603
35672,17598,132845,63143.6,292.32,173.88,163.38,53.94,310.5,1059.05,0.743074
46714.5,26384,116036,32715.5,808.08,461.16,635.04,21.39,95.4,21900.2,0.74528
52648.4,38532,89545.5,24099.6,560.28,330.54,255.36,53.94,99,8966.82,0.746383
44788.1,37599,78066.8,35613.5,57.12,102.06,52.08,-13.02,65.7,1881.51,0.749325
49071.4,30042,107048,53282,261.24,108.78,123.06,33.48,225,787.06,0.755207
86872.1,55858,101924,38440.9,479.64,293.16,241.08,69.75,184.5,9670.1,0.755943
37120.3,20861,116616,51908.6,191.52,136.5,34.86,35.34,218.7,2012.49,0.757046
84310.8,51667,106942,42210,267.12,290.64,378.84,50.22,108.9,10250.1,0.757046
45003.7,33155,88956.8,36871.8,792.96,506.52,571.62,13.95,151.2,21149.7,0.757413
37564.1,30109,81763,35182.6,52.08,94.5,51.24,-13.02,54,1492.7,0.763664
29762.6,23740,82161.8,29204.3,22.68,74.34,12.6,-9.3,37.8,611.83,0.76587
87454.5,57880,99022.4,47481.8,540.96,483.84,614.04,21.39,297.9,14478,0.76587
75778.5,49948,99427.8,28642.3,1419.6,562.38,566.16,44.64,144,28895.2,0.770282
42707.7,26809,104401,41246.5,3329.76,1455.3,1835.82,31.62,137.7,72955.3,0.773959
39627,28439,91318.1,19794.6,205.8,98.28,164.22,-10.23,104.4,5389.06,0.786828
114131,69852,107079,47066,855.96,564.06,534.24,39.99,272.7,27289.3,0.787563
35863.8,28847,81477.1,13452.6,798.84,530.46,521.22,28.83,33.3,27496.4,0.788298
56496.3,45653,81101.8,26544.8,125.16,199.5,99.96,20.46,134.1,6409.17,0.789034
37632.7,29277,84240.1,12676.4,89.88,139.86,68.04,7.44,72,7255.23,0.789034
64532.3,43865,96413.7,44383.9,229.32,167.16,123.9,46.5,152.1,2130.49,0.79124
94882.2,53526,116172,81904.2,371.28,306.18,352.38,43.71,319.5,6615.08,0.791607
59811.5,42618,91975.4,27856.1,963.48,472.92,633.78,-19.53,143.1,26127.6,0.792343
73676.4,42596,113355,39664,366.24,282.24,252,37.2,158.4,8683.03,0.79749
90099.1,49012,120475,45314.6,900.48,538.02,530.88,75.33,201.6,23558.1,0.798226
45942.4,36733,81966.7,49438.2,178.08,94.5,136.08,15.81,160.2,277.3,0.798593
27552,19350,93315.1,33911.6,120.96,117.6,94.92,8.37,108.9,2878.61,0.801167
105153,61886,111354,73316,3307.92,1259.16,1682.1,59.52,222.3,56438.2,0.801535
125406,66937,122781,53804.5,2367.96,1357.86,1627.5,26.04,234,58492.6,0.801902
76366.5,42961,116495,57861.7,341.04,236.88,269.64,61.38,251.1,7767.35,0.80227
129749,82039,103649,78419,620.76,824.88,1027.32,82.77,274.5,32212.8,0.802638
29855.7,25132,77853.9,28890.1,209.16,64.68,76.44,19.53,128.7,387.63,0.807785
89993.4,57046,103387,30393.7,250.32,267.96,224.7,44.64,173.7,11630.1,0.808153
59903.2,29491,133119,51046,194.88,176.4,190.68,59.52,182.7,5147.16,0.808153
49457.1,34393,94240.7,24028.2,1457.4,722.4,859.32,39.99,131.4,34399.9,0.809624
73062.5,49851,96050.7,38087.3,533.4,629.58,676.62,38.13,238.5,29956.1,0.809624
54530,42839,83421.1,23901.4,148.68,178.92,207.06,28.83,10.8,7761.45,0.809991
113523,57042,130428,76526.5,272.16,314.16,200.76,85.56,272.7,5297.02,0.810727
46312,38265,79318,42003.4,208.32,76.44,55.02,53.01,185.4,550.47,0.81183
67869.2,45700,97327.7,37175.9,173.04,205.38,152.04,33.48,94.5,6530.71,0.812565
55729.1,36149,101034,51282,115.08,160.44,282.66,37.2,100.8,5196.72,0.812565
32315.5,27186,77901.4,15561,80.64,62.16,139.02,19.53,87.3,2960.62,0.812565
72578.8,42485,111958,34783.6,999.6,535.08,795.48,16.74,111.6,28026.8,0.813668
42480.9,32951,84490,23940.8,113.4,38.64,99.96,22.32,224.1,251.34,0.813668
69500.9,42718,106625,34047.7,801.36,353.22,432.6,69.75,372.6,12707.4,0.814403
80886.4,40035,132408,70331.5,504.84,214.62,236.46,66.03,424.8,3217.27,0.814771
61649.7,36778,109856,41312.9,775.32,913.5,1099.56,62.31,94.5,47408.9,0.826169
107631,68064,103634,49076.2,3753.12,1817.76,1951.74,1.86,228.6,95723.4,0.828743
33601.4,25624,85939,38238.5,173.04,80.64,9.24,-0.93,133.2,950.49,0.828743
71459.5,52702,88861.3,21467.9,1339.8,665.7,828.66,35.34,90,34380.5,0.830213
29330,22596,85066.9,26729.6,69.72,69.3,74.34,8.37,52.2,798.86,0.832052
36316.7,24325,97843.8,16585.8,400.68,203.7,301.14,-2.79,34.2,10228.2,0.833155
77095.2,48230,104759,31901.5,346.08,351.96,386.4,10.23,126.9,16274,0.83389
83930,62343,88228.6,27598.2,335.16,262.08,246.54,-2.79,70.2,11016.5,0.841611
80236.8,54822,95917.7,29706.6,386.4,329.28,348.6,34.41,71.1,15570.1,0.841611
52411.8,28417,120873,50225.3,376.32,213.36,131.88,53.01,195.3,5101.14,0.841611
58322.6,32175,118795,31032.1,1220.52,982.8,1163.82,86.49,273.6,41666.4,0.842714
57810.2,40639,93226.9,30397.1,2161.32,842.52,1173.9,35.34,159.3,38643.2,0.843082
40719,33859,78813.9,12223.7,514.08,221.76,334.74,-28.83,20.7,13853.8,0.844553
60394.6,35539,111371,48879.6,2047.92,976.5,1140.72,19.53,90,50401.9,0.846391
27198.5,16914,105385,36750.8,132.72,252,225.12,28.83,128.7,8876.55,0.848965
62974.8,44597,92542.5,69744.4,360.36,453.18,271.32,28.83,253.8,11214.7,0.851539
30294.6,22190,89472.1,19483.8,505.68,334.32,366.24,13.95,67.5,11893.2,0.859995
70155.4,46695,98462.5,36613.9,125.16,126,128.52,39.99,78.3,2087.42,0.861834
89387.2,46866,124996,40505.6,3568.32,1385.16,1589.28,39.06,92.7,69617.6,0.868084
37722.3,28577,86509,37443,160.44,110.04,64.26,29.76,140.4,543.98,0.868452
57035.3,43715,85505.3,35303.5,152.88,107.94,17.22,4.65,119.7,1412.46,0.870658
30502.5,25504,78380.3,25241.2,86.52,60.06,42,4.65,59.4,238.95,0.871025
96520.2,57882,109284,59174.6,162.12,203.28,189,97.65,270.9,5092.29,0.871025
34391.7,23970,94029.8,30435.7,158.76,180.6,36.96,-4.65,106.2,4934.17,0.871393
73066,43730,109500,40963.4,956.76,604.38,792.54,34.41,160.2,29157.8,0.872128
69525.4,42426,107397,58259,682.08,672.42,758.1,71.61,142.2,26768.3,0.872864
72109.1,38696,122125,62592.6,2551.08,1031.94,1139.46,98.58,175.5,44145,0.873599
53342.1,46466,75234.1,21577.9,188.16,146.16,236.88,21.39,-10.8,9912,0.873967
65519.3,37164,115539,44995.4,742.56,792.54,970.62,26.97,131.4,32635.3,0.874702
35016.1,27078,84748.3,55807.9,96.6,173.04,84.42,26.97,111.6,2775.36,0.878379
91761.6,56594,106260,58910,290.64,274.68,245.7,67.89,224.1,7266.44,0.884262
73406.9,47219,101883,34202.3,1800.12,696.36,861.84,84.63,160.2,31969.7,0.88463
46810.4,30382,100973,27209.3,723.24,397.74,539.28,61.38,170.1,16564.2,0.88463
113998,68509,109051,76519.8,283.08,588,695.94,41.85,331.2,23066,0.885365
52119.2,37949,90007.2,12826.8,197.4,97.02,84.84,32.55,86.4,3973.06,0.886468
82672.8,43557,124390,73776.4,398.16,296.1,224.7,71.61,148.5,10314.4,0.886836
79200.1,45924,113023,42053.8,258.72,328.02,315,32.55,135.9,13225.4,0.887939
72939.3,44342,107802,50994.7,152.88,178.92,174.72,24.18,122.4,4746.55,0.888674
48836.2,33153,96538.1,10116.1,181.44,168.42,167.58,36.27,33.3,8287.73,0.89088
26222.7,21398,80312.7,24415.4,104.16,106.26,23.1,33.48,168.3,486.16,0.894189
33545.4,26838,81914.9,25886.3,634.2,435.12,425.88,7.44,109.8,16147.1,0.89566
35666.4,29319,79724.2,29863.7,203.28,154.14,193.2,4.65,114.3,7343.73,0.903013
43383.9,33208,85618.1,10610.9,1767.36,764.82,928.2,16.74,0.9,38767.1,0.903749
45854.2,35594,84427.2,25981.2,178.92,267.12,380.94,13.02,78.3,10388.7,0.905955
68507.6,49978,89833.8,38363.6,1212.96,538.44,595.14,58.59,135,25773.6,0.912205
27928.6,18872,96986.5,30997.7,206.64,57.96,127.68,15.81,276.3,682.04,0.915147
54283.6,39611,89811.7,42307.4,112.56,115.08,53.34,19.53,99.9,1543.44,0.915147
37594.9,23568,104541,52544.5,70.56,158.34,139.86,27.9,144,2121.64,0.915882
47616.8,38052,82009.2,34834.8,296.52,222.6,100.38,39.06,214.2,7191.51,0.917353
47846.4,35507,88311.1,22427.2,117.6,99.54,66.78,12.09,70.2,3978.37,0.92103
35513.8,23146,100554,32978.4,145.32,18.06,67.62,25.11,117,223.02,0.9225
44519.3,30541,95531.2,23153.8,64.68,143.64,120.96,22.32,70.2,4964.85,0.9225
49801.5,29858,109310,55036.8,4083.24,1766.94,1868.58,26.97,97.2,79061.8,0.928383
36557.5,27543,86985.2,34639.1,116.76,149.1,176.82,32.55,80.1,4682.24,0.933898
29874.6,20916,93605.9,45249.1,14.28,58.38,92.82,11.16,43.2,797.09,0.933898
81984.7,53532,100369,54229.6,253.68,111.3,140.7,46.5,190.8,3998.43,0.935001
30656.5,26727,75171.3,12884.8,141.96,83.16,127.68,0,85.5,3155.32,0.935001
95801.3,60150,104380,41239.8,1229.76,808.92,1055.04,100.44,209.7,39112.9,0.935001
29773.1,18946,102988,32104,119.28,94.5,105.84,33.48,109.8,1518.66,0.93684
43255.1,33336,85036.2,31138.8,272.16,282.24,282.66,18.6,120.6,10681.9,0.93684
36152.2,33130,71514.4,12054.8,63.84,27.72,-10.5,-23.25,18,456.66,0.93684
110517,62070,116688,60502.7,363.72,319.2,305.76,47.43,151.2,11556.9,0.937207
71681.4,44839,104768,28417.2,146.16,72.66,70.56,29.76,131.4,922.17,0.938678
43234.1,32163,88094.7,18321.2,42,33.6,70.56,-1.86,33.3,1153.45,0.939781
53366.6,29520,118477,58338.8,233.52,184.38,175.56,18.6,289.8,2619.6,0.940884
61315.1,42709,94086.6,26384.4,64.68,102.06,126,40.92,65.7,2447.32,0.941252
105468,61497,112395,43944.6,903.84,610.26,529.62,79.05,251.1,25747,0.941619
38080,31527,79157.9,41464.9,201.6,64.68,82.32,17.67,170.1,285.56,0.941987
55411.3,31842,114045,30975,393.12,331.8,411.6,13.95,148.5,14130.5,0.942355
53926.6,33751,104712,35796.6,809.76,556.92,527.52,29.76,301.5,21045.3,0.943458
32342.1,21305,99487.1,36079.7,223.44,149.1,99.96,44.64,333,1616.01,0.943825
34955.9,23498,97492.1,52043.9,221.76,148.26,129.78,37.2,331.2,1155.22,0.943825
69799.8,46600,98163.1,25374.7,563.64,320.88,278.04,29.76,99,13279.7,0.94787
50547.7,39054,84823.4,19937.4,7601.16,4948.44,6136.62,-9.3,24.3,244213,0.956694
34036.8,25452,87640.9,12137.2,141.12,115.08,149.94,0,69.3,4878.12,0.958165
56466.2,41271,89665.1,24234.8,1373.4,1066.8,1362.06,13.95,67.5,49749.4,0.9589
55163.5,34499,104791,57571.1,457.8,150.36,180.6,55.8,394.2,3011.95,0.96368
34489,23799,94973.4,25648.6,230.16,334.32,522.48,1.86,122.4,14768.3,0.966989
68120.5,53202,83913.1,26962.3,108.36,94.5,141.96,5.58,8.1,4609.67,0.969563
56386.4,35199,104984,28138.3,465.36,235.62,273.42,4.65,131.4,11719.8,0.970298
53540.9,35567,98654.8,23473,96.6,83.58,75.6,11.16,108,2794.83,0.971401
41895,20344,134960,43916.9,3578.4,1403.64,1392.3,31.62,198.9,67788,0.974343
58559.2,37211,103134,37675.7,332.64,318.36,347.34,47.43,205.2,11454.3,0.978755
53363.8,43137,81073.1,31516.8,168,73.92,101.22,20.46,136.8,756.38,0.978755
63534.8,48918,85118.3,21917.3,327.6,540.12,570.36,29.76,53.1,27242.1,0.979122
53260.2,36639,95266.3,24941.3,1824.48,775.74,931.14,51.15,78.3,37374.7,0.982432
78885.8,55782,92679.7,25276.4,361.2,152.88,199.08,74.4,114.3,8670.64,0.982432
32688.6,24758,86528.8,18404.4,1360.8,478.8,513.66,40.92,76.5,27501.1,0.982799
75527.9,48219,102652,34694.5,372.12,184.8,158.76,59.52,147.6,7035.16,0.983535
94581.9,49360,125578,61357.8,303.24,265.86,192.36,66.96,223.2,7578.55,0.983902
98085.4,63601,101070,82084,591.36,223.86,307.44,39.06,395.1,6294.71,0.985373
111872,60472,121240,58098.6,1214.64,692.58,836.64,57.66,283.5,25948.2,0.985373
68197.5,30563,146235,59624,376.32,178.5,179.76,2.79,137.7,8637.6,0.985373
96022.5,52825,119128,41151.6,2522.52,2025.24,2340.24,44.64,107.1,89511.8,0.986476
58218.3,39614,96314.3,31023.7,354.48,158.76,128.1,62.31,245.7,5091.11,0.992359
36220.1,30597,77580.2,27105.1,170.52,112.56,178.92,20.46,192.6,1179.41,0.992359
29974.7,21771,90231.1,44645.2,96.6,80.64,24.78,19.53,108,1046.07,0.993462
66844.4,43730,100176,41669.9,99.96,181.44,151.62,22.32,128.7,6226.27,0.993462
116383,65899,115742,52563.8,286.44,316.68,265.02,38.13,247.5,12102.1,0.994197
84718.9,43728,126970,80983.6,2668.68,1464.12,1582.98,119.04,292.5,63787.3,0.994932
33569.9,22556,97536.7,33208.6,173.88,126.84,86.1,-1.86,191.7,1437.83,0.997874
105082,73959,93114.4,32077.1,1025.64,401.52,602.28,41.85,117.9,20827.6,0.999345
47777.8,39333,79606.6,25733.4,95.76,84.42,162.96,31.62,69.3,1612.47,1.00229
84603.4,55848,99279.6,40729.1,431.76,522.9,577.92,86.49,171.9,23784.7,1.00302
27394.5,13368,134300,31294.2,78.12,143.64,31.92,46.5,80.1,3630.86,1.0067
29371.3,19897,96742.1,18356.5,1412.04,540.54,651.84,10.23,32.4,25636.1,1.00707
33495.7,27424,80045.7,26782.6,141.96,77.28,94.92,37.2,113.4,1561.14,1.01368
74044.6,43773,110858,28823.8,1676.64,544.74,664.44,37.2,200.7,30778.5,1.01699
